Name,Date,Open,High,Low,Close,Adj_Close,Volume
Tether Gold USD (XAUT-USD),"Feb 08, 2021","1,819.71","1,859.67","1,803.69","1,823.80","1,823.80","5,374,463"
Tether Gold USD (XAUT-USD),"Feb 01, 2021","1,854.16","1,875.14","1,784.26","1,819.73","1,819.73","5,931,947"
Tether Gold USD (XAUT-USD),"Jan 25, 2021","1,861.04","1,873.44","1,831.05","1,854.08","1,854.08","1,311,905"
Tether Gold USD (XAUT-USD),"Jan 18, 2021","1,830.63","1,876.40","1,826.82","1,861.32","1,861.32","1,599,322"
Tether Gold USD (XAUT-USD),"Jan 11, 2021","1,865.51","1,879.12","1,815.94","1,832.96","1,832.96","2,229,632"
Tether Gold USD (XAUT-USD),"Jan 04, 2021","1,907.26","1,962.15","1,847.18","1,864.30","1,864.30","5,396,265"
Tether Gold USD (XAUT-USD),"Dec 28, 2020","1,905.75","1,957.09","1,888.72","1,910.09","1,910.09","5,586,711"
Tether Gold USD (XAUT-USD),"Dec 21, 2020","1,920.01","1,942.01","1,877.00","1,907.62","1,907.62","2,093,794"
Tether Gold USD (XAUT-USD),"Dec 14, 2020","1,852.03","1,933.96","1,840.87","1,922.94","1,922.94","3,009,295"
Tether Gold USD (XAUT-USD),"Dec 07, 2020","1,836.33","1,885.24","1,832.59","1,851.98","1,851.98","1,063,392"
Tether Gold USD (XAUT-USD),"Nov 30, 2020","1,799.35","1,851.48","1,777.60","1,836.29","1,836.29","805,521"
Tether Gold USD (XAUT-USD),"Nov 23, 2020","1,883.71","1,899.79","1,789.08","1,796.07","1,796.07","1,456,409"
Tether Gold USD (XAUT-USD),"Nov 16, 2020","1,898.09","1,908.95","1,862.78","1,883.78","1,883.78","2,278,746"
renBTC USD (RENBTC-USD),"Oct 10, 2022","19,429.24","19,841.72","18,287.26","19,054.70","19,054.70","14,348,678"
renBTC USD (RENBTC-USD),"Oct 03, 2022","19,058.63","20,481.57","19,031.56","19,429.35","19,429.35","17,998,816"
renBTC USD (RENBTC-USD),"Sep 26, 2022","18,860.57","20,536.29","18,677.01","19,058.13","19,058.13","14,597,642"
renBTC USD (RENBTC-USD),"Sep 19, 2022","19,421.11","19,989.15","18,060.91","18,860.73","18,860.73","83,768,441"
renBTC USD (RENBTC-USD),"Sep 12, 2022","21,626.03","22,415.32","19,305.75","19,408.13","19,408.13","67,413,114"
renBTC USD (RENBTC-USD),"Sep 05, 2022","20,001.56","21,809.20","18,584.68","21,623.91","21,623.91","36,161,009"
renBTC USD (RENBTC-USD),"Aug 29, 2022","19,981.53","20,829.83","19,593.67","20,000.15","20,000.15","155,154,139"
renBTC USD (RENBTC-USD),"Aug 22, 2022","21,623.21","21,916.86","19,889.89","19,985.51","19,985.51","53,471,238"
renBTC USD (RENBTC-USD),"Aug 15, 2022","24,286.64","24,983.01","20,949.79","21,620.82","21,620.82","86,719,739"
renBTC USD (RENBTC-USD),"Aug 08, 2022","23,208.55","24,860.50","22,797.94","24,289.10","24,289.10","127,896,289"
renBTC USD (RENBTC-USD),"Aug 01, 2022","23,341.71","23,554.60","22,572.62","23,206.36","23,206.36","39,911,068"
renBTC USD (RENBTC-USD),"Jul 25, 2022","22,737.55","24,514.50","20,811.26","23,330.55","23,330.55","60,791,911"
renBTC USD (RENBTC-USD),"Jul 18, 2022","20,883.79","24,033.55","20,878.05","22,712.91","22,712.91","69,979,555"
renBTC USD (RENBTC-USD),"Jul 11, 2022","20,853.09","21,394.41","19,021.52","20,882.37","20,882.37","51,920,918"
renBTC USD (RENBTC-USD),"Jul 04, 2022","19,289.37","22,197.42","19,077.84","20,858.45","20,858.45","35,563,744"
renBTC USD (RENBTC-USD),"Jun 27, 2022","20,994.47","21,424.52","18,857.70","19,278.75","19,278.75","53,682,421"
renBTC USD (RENBTC-USD),"Jun 20, 2022","20,524.93","21,859.52","19,793.67","20,998.60","20,998.60","21,479,281"
renBTC USD (RENBTC-USD),"Jun 13, 2022","27,063.27","27,063.27","17,798.65","20,524.80","20,524.80","87,240,959"
renBTC USD (RENBTC-USD),"Jun 06, 2022","29,961.58","31,399.62","27,048.45","27,053.75","27,053.75","36,218,478"
renBTC USD (RENBTC-USD),"May 30, 2022","29,407.33","32,078.81","29,354.66","29,960.64","29,960.64","48,104,560"
renBTC USD (RENBTC-USD),"May 23, 2022","30,272.90","30,595.93","28,336.58","29,415.87","29,415.87","22,562,962"
renBTC USD (RENBTC-USD),"May 16, 2022","31,045.10","31,064.13","28,817.19","30,269.43","30,269.43","74,532,605"
renBTC USD (RENBTC-USD),"May 09, 2022","34,150.57","34,376.29","26,039.83","31,044.56","31,044.56","179,608,865"
renBTC USD (RENBTC-USD),"May 02, 2022","38,524.20","40,177.16","34,056.46","34,143.18","34,143.18","287,668,845"
renBTC USD (RENBTC-USD),"Apr 25, 2022","39,429.73","40,536.13","37,562.63","38,463.29","38,463.29","109,360,968"
renBTC USD (RENBTC-USD),"Apr 18, 2022","39,809.74","42,733.11","38,825.00","39,424.28","39,424.28","163,759,168"
renBTC USD (RENBTC-USD),"Apr 11, 2022","42,382.13","42,382.13","39,527.30","39,812.35","39,812.35","186,564,059"
renBTC USD (RENBTC-USD),"Apr 04, 2022","46,496.84","47,000.41","42,290.55","42,420.68","42,420.68","112,950,004"
renBTC USD (RENBTC-USD),"Mar 28, 2022","46,356.30","48,811.28","44,208.55","46,260.86","46,260.86","122,953,108"
renBTC USD (RENBTC-USD),"Mar 21, 2022","41,134.72","46,357.36","40,781.94","46,357.36","46,357.36","46,770,792"
renBTC USD (RENBTC-USD),"Mar 14, 2022","38,027.14","42,243.47","37,961.34","41,135.61","41,135.61","67,882,086"
renBTC USD (RENBTC-USD),"Mar 07, 2022","38,388.85","42,006.63","37,173.89","38,023.89","38,023.89","31,090,229"
renBTC USD (RENBTC-USD),"Feb 28, 2022","37,516.14","44,775.43","37,452.16","38,389.34","38,389.34","111,813,791"
renBTC USD (RENBTC-USD),"Feb 21, 2022","38,371.02","39,900.72","34,306.04","37,524.96","37,524.96","92,757,992"
renBTC USD (RENBTC-USD),"Feb 14, 2022","41,965.04","44,714.87","38,059.98","38,373.27","38,373.27","25,957,235"
renBTC USD (RENBTC-USD),"Feb 07, 2022","42,184.82","45,239.41","41,545.53","41,969.18","41,969.18","27,033,748"
renBTC USD (RENBTC-USD),"Jan 31, 2022","37,982.49","42,188.21","36,157.98","42,187.38","42,187.38","117,975,502"
renBTC USD (RENBTC-USD),"Jan 24, 2022","36,055.97","38,617.42","33,091.01","37,982.41","37,982.41","154,670,421"
renBTC USD (RENBTC-USD),"Jan 17, 2022","43,052.53","43,316.02","34,603.48","36,054.06","36,054.06","160,243,131"
renBTC USD (RENBTC-USD),"Jan 10, 2022","42,129.75","44,173.38","40,168.75","43,051.79","43,051.79","27,256,133"
renBTC USD (RENBTC-USD),"Jan 03, 2022","47,270.58","47,563.01","40,491.13","42,130.88","42,130.88","35,433,843"
renBTC USD (RENBTC-USD),"Dec 27, 2021","50,667.89","51,529.77","46,361.83","47,272.53","47,272.53","57,398,608"
renBTC USD (RENBTC-USD),"Dec 20, 2021","46,697.61","51,343.65","45,571.12","50,665.36","50,665.36","28,105,769"
renBTC USD (RENBTC-USD),"Dec 13, 2021","49,691.59","49,777.65","45,842.36","46,707.54","46,707.54","54,893,967"
renBTC USD (RENBTC-USD),"Dec 06, 2021","49,021.31","51,642.25","46,841.98","49,682.68","49,682.68","52,190,700"
renBTC USD (RENBTC-USD),"Nov 29, 2021","56,106.45","57,605.07","46,620.95","48,999.41","48,999.41","90,574,352"
renBTC USD (RENBTC-USD),"Nov 22, 2021","58,344.97","58,908.43","52,876.86","56,066.42","56,066.42","64,007,935"
renBTC USD (RENBTC-USD),"Nov 15, 2021","64,663.49","99,439.38","55,329.30","58,355.46","58,355.46","49,137,817"
renBTC USD (RENBTC-USD),"Nov 08, 2021","63,283.56","87,142.30","47,586.01","64,634.13","64,634.13","54,849,251"
renBTC USD (RENBTC-USD),"Nov 01, 2021","61,340.90","64,136.96","59,761.16","63,243.80","63,243.80","45,463,295"
renBTC USD (RENBTC-USD),"Oct 25, 2021","60,837.87","63,623.26","58,130.82","61,364.39","61,364.39","154,146,840"
renBTC USD (RENBTC-USD),"Oct 18, 2021","61,406.73","66,718.05","59,599.13","60,820.83","60,820.83","117,429,362"
renBTC USD (RENBTC-USD),"Oct 11, 2021","54,668.39","62,334.52","54,448.68","61,414.48","61,414.48","157,415,627"
renBTC USD (RENBTC-USD),"Oct 04, 2021","48,183.86","56,138.20","47,076.44","54,637.75","54,637.75","153,347,478"
renBTC USD (RENBTC-USD),"Sep 27, 2021","43,237.25","49,074.87","40,857.41","48,194.93","48,194.93","110,137,210"
renBTC USD (RENBTC-USD),"Sep 20, 2021","47,224.37","47,236.59","40,046.03","43,230.50","43,230.50","115,465,781"
renBTC USD (RENBTC-USD),"Sep 13, 2021","46,095.54","48,732.78","43,745.79","47,221.79","47,221.79","86,220,427"
renBTC USD (RENBTC-USD),"Sep 06, 2021","51,599.61","52,744.71","44,308.05","46,081.39","46,081.39","70,234,578"
renBTC USD (RENBTC-USD),"Aug 30, 2021","48,837.32","51,678.36","46,640.17","51,585.11","51,585.11","124,658,630"
renBTC USD (RENBTC-USD),"Aug 23, 2021","49,325.99","50,519.91","46,416.23","48,859.14","48,859.14","64,613,357"
renBTC USD (RENBTC-USD),"Aug 16, 2021","47,129.09","49,656.84","43,994.85","49,319.88","49,319.88","74,791,441"
renBTC USD (RENBTC-USD),"Aug 09, 2021","43,951.46","47,876.41","43,291.94","47,124.11","47,124.11","70,676,033"
renBTC USD (RENBTC-USD),"Aug 02, 2021","40,078.30","45,053.16","37,547.02","43,962.37","43,962.37","61,078,425"
renBTC USD (RENBTC-USD),"Jul 26, 2021","35,038.73","42,406.11","34,959.44","40,128.79","40,128.79","51,436,467"
renBTC USD (RENBTC-USD),"Jul 19, 2021","31,735.18","35,037.96","29,426.15","35,037.96","35,037.96","103,079,782"
renBTC USD (RENBTC-USD),"Jul 12, 2021","34,241.94","34,558.50","31,164.10","31,737.27","31,737.27","53,062,460"
renBTC USD (RENBTC-USD),"Jul 05, 2021","35,276.98","35,281.57","32,264.39","34,241.94","34,241.94","86,338,317"
renBTC USD (RENBTC-USD),"Jun 28, 2021","34,584.02","36,527.04","32,788.11","35,282.03","35,282.03","99,565,040"
renBTC USD (RENBTC-USD),"Jun 21, 2021","35,649.07","35,692.39","29,030.39","34,577.04","34,577.04","172,835,578"
renBTC USD (RENBTC-USD),"Jun 14, 2021","38,880.79","41,135.27","33,377.25","35,659.08","35,659.08","68,233,607"
renBTC USD (RENBTC-USD),"Jun 07, 2021","35,858.86","39,235.86","31,095.16","38,853.66","38,853.66","125,216,366"
renBTC USD (RENBTC-USD),"May 31, 2021","35,693.02","39,420.09","34,403.73","35,832.81","35,832.81","90,757,772"
renBTC USD (RENBTC-USD),"May 24, 2021","34,811.69","40,679.77","33,640.22","35,670.44","35,670.44","210,623,706"
renBTC USD (RENBTC-USD),"May 17, 2021","46,271.12","46,400.98","30,675.46","34,804.05","34,804.05","303,706,469"
renBTC USD (RENBTC-USD),"May 10, 2021","58,215.87","60,308.13","44,161.51","46,258.85","46,258.85","123,851,944"
renBTC USD (RENBTC-USD),"May 03, 2021","56,360.53","60,674.68","52,897.24","58,213.34","58,213.34","178,929,782"
renBTC USD (RENBTC-USD),"Apr 26, 2021","49,140.23","58,474.93","49,135.28","56,564.19","56,564.19","292,106,246"
renBTC USD (RENBTC-USD),"Apr 19, 2021","56,058.32","57,271.14","47,385.41","49,140.26","49,140.26","105,822,666"
renBTC USD (RENBTC-USD),"Apr 12, 2021","60,100.13","64,734.04","53,214.55","56,102.47","56,102.47","170,156,965"
renBTC USD (RENBTC-USD),"Apr 05, 2021","58,455.57","60,967.18","55,429.78","60,094.95","60,094.95","219,345,011"
renBTC USD (RENBTC-USD),"Mar 29, 2021","55,785.23","60,130.96","55,112.58","58,441.26","58,441.26","183,091,882"
renBTC USD (RENBTC-USD),"Mar 22, 2021","57,410.29","58,149.01","50,726.55","55,787.84","55,787.84","64,823,959"
renBTC USD (RENBTC-USD),"Mar 15, 2021","59,391.54","60,470.24","53,857.02","57,448.05","57,448.05","13,004,674"
renBTC USD (RENBTC-USD),"Mar 08, 2021","51,092.84","61,295.88","49,396.20","59,454.42","59,454.42","336,549,085"
renBTC USD (RENBTC-USD),"Mar 01, 2021","45,219.83","52,295.18","45,100.05","51,110.00","51,110.00","355,009,268"
renBTC USD (RENBTC-USD),"Feb 22, 2021","57,497.71","57,500.93","43,496.59","45,208.75","45,208.75","171,997,228"
renBTC USD (RENBTC-USD),"Feb 15, 2021","48,663.71","58,117.54","46,075.02","57,516.17","57,516.17","156,660,916"
renBTC USD (RENBTC-USD),"Feb 08, 2021","38,912.82","49,513.21","38,344.79","48,677.58","48,677.58","210,854,813"
renBTC USD (RENBTC-USD),"Feb 01, 2021","33,080.95","40,863.90","32,447.57","38,917.85","38,917.85","192,766,009"
renBTC USD (RENBTC-USD),"Jan 25, 2021","32,246.05","38,075.10","29,446.18","33,077.06","33,077.06","224,067,930"
renBTC USD (RENBTC-USD),"Jan 18, 2021","35,846.17","37,684.22","28,985.32","32,255.66","32,255.66","162,551,977"
renBTC USD (RENBTC-USD),"Jan 11, 2021","38,271.73","39,934.13","30,549.96","35,821.21","35,821.21","203,459,670"
renBTC USD (RENBTC-USD),"Jan 04, 2021","33,024.88","41,797.14","29,345.47","38,304.79","38,304.79","226,151,423"
renBTC USD (RENBTC-USD),"Dec 28, 2020","26,260.51","34,666.73","26,095.20","32,915.28","32,915.28","139,591,109"
renBTC USD (RENBTC-USD),"Dec 21, 2020","23,470.06","28,309.55","22,078.03","26,266.63","26,266.63","110,153,770"
renBTC USD (RENBTC-USD),"Dec 14, 2020","19,169.22","24,188.72","19,025.91","23,452.34","23,452.34","49,721,618"
renBTC USD (RENBTC-USD),"Dec 07, 2020","19,359.13","19,400.02","17,625.54","19,158.75","19,158.75","55,816,025"
renBTC USD (RENBTC-USD),"Nov 30, 2020","18,097.56","19,823.26","17,805.88","19,341.09","19,341.09","31,720,929"
renBTC USD (RENBTC-USD),"Nov 23, 2020","18,118.62","19,278.34","16,338.98","18,083.50","18,083.50","4,678,852"
renBTC USD (RENBTC-USD),"Nov 16, 2020","15,747.46","19,378.06","15,589.11","18,119.96","18,119.96","3,801,162"
