Name,Date,Open,High,Low,Close,Adj_Close,Volume
Huobi BTC USD (HBTC-USD),"May 17, 2021","47,104.58","49,475.02","31,107.19","34,746.12","34,746.12","66,213,476"
Huobi BTC USD (HBTC-USD),"May 10, 2021","58,332.46","65,052.47","43,629.79","47,027.35","47,027.35","1,751,355"
Huobi BTC USD (HBTC-USD),"May 03, 2021","56,569.44","59,580.53","53,120.44","58,332.14","58,332.14","1,113,638,484"
Huobi BTC USD (HBTC-USD),"Apr 26, 2021","49,215.17","58,498.37","49,062.04","56,567.41","56,567.41","1,781,040,449"
Huobi BTC USD (HBTC-USD),"Apr 19, 2021","56,296.30","57,680.53","47,361.66","49,209.55","49,209.55","1,507,387,879"
Huobi BTC USD (HBTC-USD),"Apr 12, 2021","60,374.44","65,006.82","53,410.12","56,290.92","56,290.92","1,403,679,881"
Huobi BTC USD (HBTC-USD),"Apr 05, 2021","58,686.02","61,074.89","55,648.97","60,379.48","60,379.48","675,126,496"
Huobi BTC USD (HBTC-USD),"Mar 29, 2021","56,035.49","60,241.18","55,206.68","58,681.35","58,681.35","1,962,407,984"
Huobi BTC USD (HBTC-USD),"Mar 22, 2021","57,586.15","58,419.17","50,954.15","56,035.88","56,035.88","1,604,973,903"
Huobi BTC USD (HBTC-USD),"Mar 15, 2021","60,096.44","60,471.47","53,713.89","57,579.88","57,579.88","1,948,256,207"
Huobi BTC USD (HBTC-USD),"Mar 08, 2021","51,058.91","61,504.16","47,449.37","60,096.28","60,096.28","1,426,779,294"
Huobi BTC USD (HBTC-USD),"Mar 01, 2021","44,986.58","52,307.13","44,986.58","51,056.14","51,056.14","2,169,576,294"
Huobi BTC USD (HBTC-USD),"Feb 22, 2021","55,743.43","55,767.06","39,862.94","44,989.79","44,989.79","1,675,075,793"
Huobi BTC USD (HBTC-USD),"Feb 15, 2021","48,663.74","57,372.86","45,764.05","55,759.21","55,759.21","1,029,939"
Huobi BTC USD (HBTC-USD),"Feb 08, 2021","40,164.30","51,647.16","38,381.00","48,654.85","48,654.85","2,156,170"
Huobi BTC USD (HBTC-USD),"Feb 01, 2021","33,009.95","42,478.45","32,402.94","40,147.20","40,147.20","2,334,318"
Huobi BTC USD (HBTC-USD),"Jan 25, 2021","31,718.85","38,742.29","29,655.82","33,005.25","33,005.25","1,187,245"
Huobi BTC USD (HBTC-USD),"Jan 18, 2021","36,250.41","38,231.25","29,053.22","31,728.79","31,728.79","256,991"
Huobi BTC USD (HBTC-USD),"Jan 11, 2021","38,127.15","39,830.04","27,940.23","36,221.08","36,221.08","18,770"
Huobi BTC USD (HBTC-USD),"Jan 04, 2021","32,306.93","42,048.50","28,739.45","38,143.23","38,143.23","24,135,606"
Huobi BTC USD (HBTC-USD),"Dec 28, 2020","27,463.60","36,081.63","25,738.70","32,613.33","32,613.33","2,444,834"
Huobi BTC USD (HBTC-USD),"Dec 21, 2020","23,126.80","28,616.63","21,723.29","27,472.22","27,472.22","474,909"
Huobi BTC USD (HBTC-USD),"Dec 14, 2020","19,108.50","24,139.53","18,982.38","23,107.15","23,107.15","2,088,567"
Huobi BTC USD (HBTC-USD),"Dec 07, 2020","19,457.00","19,493.35","18,015.57","19,098.11","19,098.11","5,602"
Huobi BTC USD (HBTC-USD),"Nov 30, 2020","18,070.57","19,981.27","17,887.25","19,437.53","19,437.53","565,639"
Huobi BTC USD (HBTC-USD),"Nov 23, 2020","18,293.41","19,188.18","16,774.38","18,083.86","18,083.86","17,513"
Huobi BTC USD (HBTC-USD),"Nov 16, 2020","17,938.28","19,702.75","17,366.36","18,294.48","18,294.48","368,315"
yearn.finance USD (YFI-USD),"Oct 10, 2022","8,081.38","8,163.74","7,280.91","7,538.25","7,538.25","135,653,132"
yearn.finance USD (YFI-USD),"Oct 03, 2022","7,882.64","8,431.71","7,850.38","8,081.31","8,081.31","130,802,773"
yearn.finance USD (YFI-USD),"Sep 26, 2022","8,097.64","8,824.45","7,882.09","7,882.52","7,882.52","241,782,081"
yearn.finance USD (YFI-USD),"Sep 19, 2022","8,332.41","8,780.46","7,880.08","8,099.04","8,099.04","296,503,741"
yearn.finance USD (YFI-USD),"Sep 12, 2022","10,170.97","10,349.49","8,255.74","8,330.74","8,330.74","385,278,363"
yearn.finance USD (YFI-USD),"Sep 05, 2022","9,426.98","11,215.39","8,519.11","10,166.92","10,166.92","513,581,322"
yearn.finance USD (YFI-USD),"Aug 29, 2022","8,467.24","10,297.03","8,450.38","9,426.87","9,426.87","447,775,790"
yearn.finance USD (YFI-USD),"Aug 22, 2022","8,758.58","10,171.29","8,275.89","8,462.37","8,462.37","393,588,478"
yearn.finance USD (YFI-USD),"Aug 15, 2022","11,223.72","11,583.93","8,303.14","8,759.51","8,759.51","471,390,919"
yearn.finance USD (YFI-USD),"Aug 08, 2022","11,422.18","12,130.43","10,811.65","11,223.44","11,223.44","555,775,769"
yearn.finance USD (YFI-USD),"Aug 01, 2022","10,889.91","12,256.69","10,453.34","11,420.72","11,420.72","875,381,547"
yearn.finance USD (YFI-USD),"Jul 25, 2022","6,985.73","13,903.49","6,265.78","10,888.24","10,888.24","1,784,770,545"
yearn.finance USD (YFI-USD),"Jul 18, 2022","6,074.64","7,378.11","6,074.64","6,986.24","6,986.24","464,499,486"
yearn.finance USD (YFI-USD),"Jul 11, 2022","6,037.49","6,378.45","5,350.33","6,073.42","6,073.42","324,657,836"
yearn.finance USD (YFI-USD),"Jul 04, 2022","5,801.95","6,786.91","5,590.01","6,037.88","6,037.88","370,252,554"
yearn.finance USD (YFI-USD),"Jun 27, 2022","6,459.69","6,823.24","5,103.57","5,799.47","5,799.47","396,851,664"
yearn.finance USD (YFI-USD),"Jun 20, 2022","4,733.41","7,884.03","4,552.00","6,460.39","6,460.39","809,677,060"
yearn.finance USD (YFI-USD),"Jun 13, 2022","6,039.61","6,041.24","4,069.14","4,732.73","4,732.73","436,634,424"
yearn.finance USD (YFI-USD),"Jun 06, 2022","7,446.16","7,790.24","5,991.81","6,044.83","6,044.83","346,681,571"
yearn.finance USD (YFI-USD),"May 30, 2022","7,438.85","8,482.08","7,164.29","7,445.19","7,445.19","323,239,878"
yearn.finance USD (YFI-USD),"May 23, 2022","9,496.21","9,785.72","7,355.23","7,438.96","7,438.96","600,585,314"
yearn.finance USD (YFI-USD),"May 16, 2022","10,555.84","10,570.35","8,939.68","9,498.53","9,498.53","487,634,274"
yearn.finance USD (YFI-USD),"May 09, 2022","15,535.28","15,769.00","9,536.39","10,555.36","10,555.36","1,038,644,664"
yearn.finance USD (YFI-USD),"May 02, 2022","17,098.99","18,477.39","15,490.02","15,533.54","15,533.54","556,349,970"
yearn.finance USD (YFI-USD),"Apr 25, 2022","18,285.38","19,023.52","16,022.58","17,101.49","17,101.49","596,588,713"
yearn.finance USD (YFI-USD),"Apr 18, 2022","18,725.51","20,189.07","18,075.45","18,285.55","18,285.55","458,613,798"
yearn.finance USD (YFI-USD),"Apr 11, 2022","20,187.34","20,187.34","18,328.35","18,725.96","18,725.96","493,998,419"
yearn.finance USD (YFI-USD),"Apr 04, 2022","25,184.38","25,302.09","20,092.32","20,191.69","20,191.69","772,370,583"
yearn.finance USD (YFI-USD),"Mar 28, 2022","22,239.29","25,300.88","21,724.75","25,186.03","25,186.03","1,162,195,444"
yearn.finance USD (YFI-USD),"Mar 21, 2022","19,938.61","22,239.37","19,744.09","22,239.37","22,239.37","667,478,735"
yearn.finance USD (YFI-USD),"Mar 14, 2022","18,067.09","20,951.87","17,936.15","19,939.45","19,939.45","717,157,306"
yearn.finance USD (YFI-USD),"Mar 07, 2022","18,229.15","21,153.46","17,922.69","18,067.78","18,067.78","1,084,743,106"
yearn.finance USD (YFI-USD),"Feb 28, 2022","19,415.78","22,553.42","17,569.39","18,225.23","18,225.23","1,135,765,891"
yearn.finance USD (YFI-USD),"Feb 21, 2022","20,718.06","21,872.35","17,217.30","19,419.98","19,419.98","918,715,452"
yearn.finance USD (YFI-USD),"Feb 14, 2022","22,949.93","24,488.38","20,171.43","20,728.01","20,728.01","611,709,486"
yearn.finance USD (YFI-USD),"Feb 07, 2022","24,614.68","27,002.24","22,743.87","22,968.73","22,968.73","863,181,800"
yearn.finance USD (YFI-USD),"Jan 31, 2022","23,831.52","25,758.21","22,573.92","24,611.66","24,611.66","884,524,443"
yearn.finance USD (YFI-USD),"Jan 24, 2022","25,052.11","25,975.87","21,545.50","23,836.33","23,836.33","1,159,864,471"
yearn.finance USD (YFI-USD),"Jan 17, 2022","33,625.53","34,224.15","20,699.50","25,043.60","25,043.60","1,755,386,349"
yearn.finance USD (YFI-USD),"Jan 10, 2022","32,666.21","34,625.93","29,932.51","33,625.50","33,625.50","1,588,147,199"
yearn.finance USD (YFI-USD),"Jan 03, 2022","39,123.28","41,470.28","31,314.79","32,666.76","32,666.76","3,383,248,719"
yearn.finance USD (YFI-USD),"Dec 27, 2021","31,142.17","39,256.52","27,846.65","39,119.18","39,119.18","2,446,767,188"
yearn.finance USD (YFI-USD),"Dec 20, 2021","31,978.90","39,183.08","30,371.90","31,153.84","31,153.84","2,664,848,859"
yearn.finance USD (YFI-USD),"Dec 13, 2021","21,753.59","34,462.77","18,894.03","31,996.34","31,996.34","3,085,212,558"
yearn.finance USD (YFI-USD),"Dec 06, 2021","23,782.61","24,565.50","19,821.29","21,768.42","21,768.42","1,235,418,466"
yearn.finance USD (YFI-USD),"Nov 29, 2021","30,037.27","30,499.39","18,566.00","23,818.93","23,818.93","1,325,361,124"
yearn.finance USD (YFI-USD),"Nov 22, 2021","31,643.37","32,718.56","28,015.92","29,966.18","29,966.18","1,336,618,440"
yearn.finance USD (YFI-USD),"Nov 15, 2021","33,579.88","35,306.29","29,825.65","31,639.82","31,639.82","1,694,458,899"
yearn.finance USD (YFI-USD),"Nov 08, 2021","35,570.01","36,408.53","31,737.46","33,506.60","33,506.60","1,209,496,621"
yearn.finance USD (YFI-USD),"Nov 01, 2021","34,119.81","35,574.51","32,436.99","35,536.84","35,536.84","1,013,335,867"
yearn.finance USD (YFI-USD),"Oct 25, 2021","34,544.49","39,528.43","33,245.49","34,078.38","34,078.38","1,656,202,517"
yearn.finance USD (YFI-USD),"Oct 18, 2021","34,804.90","36,621.27","33,350.32","34,560.87","34,560.87","1,302,383,343"
yearn.finance USD (YFI-USD),"Oct 11, 2021","32,657.98","36,632.36","32,234.83","34,757.70","34,757.70","1,731,184,170"
yearn.finance USD (YFI-USD),"Oct 04, 2021","31,361.65","37,436.05","29,788.96","32,699.97","32,699.97","1,592,342,372"
yearn.finance USD (YFI-USD),"Sep 27, 2021","30,427.41","32,745.12","27,970.71","31,362.11","31,362.11","1,600,255,233"
yearn.finance USD (YFI-USD),"Sep 20, 2021","33,003.86","33,051.73","26,659.71","30,369.03","30,369.03","1,314,571,131"
yearn.finance USD (YFI-USD),"Sep 13, 2021","33,297.64","37,912.91","31,198.14","32,956.23","32,956.23","1,457,178,023"
yearn.finance USD (YFI-USD),"Sep 06, 2021","42,898.75","43,480.18","31,199.26","33,285.20","33,285.20","1,870,418,992"
yearn.finance USD (YFI-USD),"Aug 30, 2021","37,522.79","43,833.32","35,756.82","42,919.01","42,919.01","2,119,754,302"
yearn.finance USD (YFI-USD),"Aug 23, 2021","39,519.19","40,626.16","35,246.81","37,486.12","37,486.12","1,416,847,389"
yearn.finance USD (YFI-USD),"Aug 16, 2021","39,884.14","41,966.59","36,181.30","39,546.55","39,546.55","1,745,571,944"
yearn.finance USD (YFI-USD),"Aug 09, 2021","32,747.36","40,406.51","31,818.90","39,861.11","39,861.11","1,879,123,046"
yearn.finance USD (YFI-USD),"Aug 02, 2021","31,721.27","35,061.66","30,621.14","32,767.99","32,767.99","1,456,869,784"
yearn.finance USD (YFI-USD),"Jul 26, 2021","29,946.53","33,975.38","28,838.71","31,779.15","31,779.15","1,464,492,903"
yearn.finance USD (YFI-USD),"Jul 19, 2021","27,981.30","30,273.37","24,864.90","29,943.35","29,943.35","1,149,912,389"
yearn.finance USD (YFI-USD),"Jul 12, 2021","33,765.79","34,396.86","27,165.69","27,996.62","27,996.62","1,335,845,184"
yearn.finance USD (YFI-USD),"Jul 05, 2021","33,394.10","37,745.39","31,069.50","33,757.46","33,757.46","1,568,923,490"
yearn.finance USD (YFI-USD),"Jun 28, 2021","30,180.44","34,725.40","29,847.03","33,404.63","33,404.63","1,422,754,298"
yearn.finance USD (YFI-USD),"Jun 21, 2021","36,053.11","36,263.60","25,130.29","30,176.45","30,176.45","1,720,767,973"
yearn.finance USD (YFI-USD),"Jun 14, 2021","38,577.61","40,427.50","32,689.56","36,087.64","36,087.64","1,481,423,523"
yearn.finance USD (YFI-USD),"Jun 07, 2021","43,069.88","44,319.35","34,670.04","38,559.73","38,559.73","2,005,627,147"
yearn.finance USD (YFI-USD),"May 31, 2021","41,899.63","47,737.39","40,061.51","43,083.33","43,083.33","2,681,256,792"
yearn.finance USD (YFI-USD),"May 24, 2021","32,682.79","51,980.50","32,062.76","41,912.24","41,912.24","4,659,314,211"
yearn.finance USD (YFI-USD),"May 17, 2021","65,894.00","77,641.26","24,064.21","32,858.18","32,858.18","6,923,907,441"
yearn.finance USD (YFI-USD),"May 10, 2021","53,362.05","93,435.53","49,915.60","65,910.88","65,910.88","10,350,485,640"
yearn.finance USD (YFI-USD),"May 03, 2021","48,502.92","57,741.56","48,502.92","53,356.80","53,356.80","3,137,967,465"
yearn.finance USD (YFI-USD),"Apr 26, 2021","39,754.47","50,591.21","39,582.28","48,451.80","48,451.80","2,522,913,269"
yearn.finance USD (YFI-USD),"Apr 19, 2021","53,426.81","57,174.35","37,765.35","39,709.34","39,709.34","3,888,184,525"
yearn.finance USD (YFI-USD),"Apr 12, 2021","45,135.68","54,568.74","41,816.01","53,142.52","53,142.52","3,689,473,106"
yearn.finance USD (YFI-USD),"Apr 05, 2021","37,862.84","48,980.16","36,292.79","45,127.30","45,127.30","2,860,213,154"
yearn.finance USD (YFI-USD),"Mar 29, 2021","32,675.55","40,006.44","32,455.37","37,877.27","37,877.27","1,764,016,879"
yearn.finance USD (YFI-USD),"Mar 22, 2021","35,432.20","35,908.63","29,984.19","32,676.94","32,676.94","1,358,403,036"
yearn.finance USD (YFI-USD),"Mar 15, 2021","35,916.74","37,468.50","33,381.27","35,430.40","35,430.40","1,545,631,416"
yearn.finance USD (YFI-USD),"Mar 08, 2021","38,930.49","41,953.25","35,025.47","35,941.81","35,941.81","2,118,599,786"
yearn.finance USD (YFI-USD),"Mar 01, 2021","30,719.63","38,968.91","30,189.06","38,968.91","38,968.91","1,818,108,616"
yearn.finance USD (YFI-USD),"Feb 22, 2021","43,097.66","43,137.12","27,629.87","30,695.31","30,695.31","2,871,203,537"
yearn.finance USD (YFI-USD),"Feb 15, 2021","43,514.37","47,920.77","38,651.63","43,089.85","43,089.85","4,080,862,319"
yearn.finance USD (YFI-USD),"Feb 08, 2021","30,915.13","51,859.15","30,336.81","43,568.69","43,568.69","6,350,539,649"
yearn.finance USD (YFI-USD),"Feb 01, 2021","30,170.52","34,716.39","29,320.44","30,927.27","30,927.27","3,137,237,260"
yearn.finance USD (YFI-USD),"Jan 25, 2021","32,173.07","33,361.28","27,162.32","30,176.13","30,176.13","2,896,074,256"
yearn.finance USD (YFI-USD),"Jan 18, 2021","34,451.19","40,165.96","26,343.65","32,177.74","32,177.74","4,173,452,724"
yearn.finance USD (YFI-USD),"Jan 11, 2021","34,059.32","36,625.54","25,712.31","34,408.50","34,408.50","5,362,180,023"
yearn.finance USD (YFI-USD),"Jan 04, 2021","23,789.81","39,660.53","22,142.13","34,058.21","34,058.21","6,684,122,589"
yearn.finance USD (YFI-USD),"Dec 28, 2020","22,775.38","24,685.44","20,431.58","23,708.23","23,708.23","2,509,305,811"
yearn.finance USD (YFI-USD),"Dec 21, 2020","26,091.81","26,735.66","18,797.75","22,775.15","22,775.15","3,007,721,222"
yearn.finance USD (YFI-USD),"Dec 14, 2020","26,353.67","28,819.03","24,192.99","26,080.11","26,080.11","2,727,479,961"
yearn.finance USD (YFI-USD),"Dec 07, 2020","28,786.89","29,381.04","22,116.42","26,342.84","26,342.84","2,435,237,252"
yearn.finance USD (YFI-USD),"Nov 30, 2020","24,635.59","31,670.21","24,635.59","28,785.92","28,785.92","3,843,883,998"
yearn.finance USD (YFI-USD),"Nov 23, 2020","24,254.86","26,329.72","18,333.54","24,646.90","24,646.90","3,901,570,841"
yearn.finance USD (YFI-USD),"Nov 16, 2020","17,593.57","29,797.86","17,055.16","24,254.85","24,254.85","6,191,682,767"
Tether Gold USD (XAUT-USD),"Oct 10, 2022","1,694.01","1,694.33","1,636.89","1,639.79","1,639.79","3,021,562"
Tether Gold USD (XAUT-USD),"Oct 03, 2022","1,657.51","1,723.83","1,651.67","1,693.98","1,693.98","1,635,920"
Tether Gold USD (XAUT-USD),"Sep 26, 2022","1,644.05","1,669.82","1,614.67","1,657.39","1,657.39","2,143,462"
Tether Gold USD (XAUT-USD),"Sep 19, 2022","1,673.23","1,683.99","1,641.35","1,643.88","1,643.88","2,798,846"
Tether Gold USD (XAUT-USD),"Sep 12, 2022","1,711.72","1,730.72","1,647.48","1,673.98","1,673.98","1,828,071"
Tether Gold USD (XAUT-USD),"Sep 05, 2022","1,707.36","1,724.65","1,675.63","1,711.58","1,711.58","1,378,009"
Tether Gold USD (XAUT-USD),"Aug 29, 2022","1,732.05","1,739.04","1,688.30","1,707.40","1,707.40","1,751,121"
Tether Gold USD (XAUT-USD),"Aug 22, 2022","1,740.54","1,754.32","1,725.02","1,730.63","1,730.63","1,893,649"
Tether Gold USD (XAUT-USD),"Aug 15, 2022","1,792.86","1,795.25","1,734.30","1,740.72","1,740.72","1,724,393"
Tether Gold USD (XAUT-USD),"Aug 08, 2022","1,769.32","1,795.38","1,763.44","1,792.63","1,792.63","1,458,136"
Tether Gold USD (XAUT-USD),"Aug 01, 2022","1,753.70","1,783.51","1,744.70","1,769.55","1,769.55","1,868,785"
Tether Gold USD (XAUT-USD),"Jul 25, 2022","1,727.25","1,764.59","1,714.65","1,753.77","1,753.77","2,307,431"
Tether Gold USD (XAUT-USD),"Jul 18, 2022","1,717.21","1,746.15","1,681.94","1,727.78","1,727.78","5,381,295"
Tether Gold USD (XAUT-USD),"Jul 11, 2022","1,747.64","1,749.31","1,707.31","1,716.43","1,716.43","4,288,913"
Tether Gold USD (XAUT-USD),"Jul 04, 2022","1,814.09","1,824.91","1,738.52","1,747.66","1,747.66","20,439,949"
Tether Gold USD (XAUT-USD),"Jun 27, 2022","1,834.37","1,889.38","1,810.12","1,813.96","1,813.96","8,157,888"
Tether Gold USD (XAUT-USD),"Jun 20, 2022","1,839.08","1,851.72","1,819.20","1,835.39","1,835.39","2,284,523"
Tether Gold USD (XAUT-USD),"Jun 13, 2022","1,873.30","1,876.99","1,807.52","1,839.82","1,839.82","58,208,015"
Tether Gold USD (XAUT-USD),"Jun 06, 2022","1,846.77","1,882.27","1,830.46","1,873.43","1,873.43","27,429,076"
Tether Gold USD (XAUT-USD),"May 30, 2022","1,861.14","1,880.12","1,837.40","1,846.52","1,846.52","7,967,067"
Tether Gold USD (XAUT-USD),"May 23, 2022","1,849.35","1,868.08","1,837.44","1,861.37","1,861.37","14,193,767"
Tether Gold USD (XAUT-USD),"May 16, 2022","1,810.67","1,852.56","1,793.80","1,849.31","1,849.31","7,255,362"
Tether Gold USD (XAUT-USD),"May 09, 2022","1,878.38","1,879.38","1,802.09","1,810.71","1,810.71","31,114,734"
Tether Gold USD (XAUT-USD),"May 02, 2022","1,901.66","1,903.44","1,855.74","1,879.50","1,879.50","104,988,488"
Tether Gold USD (XAUT-USD),"Apr 25, 2022","1,934.89","1,934.89","1,885.80","1,901.48","1,901.48","64,341,043"
Tether Gold USD (XAUT-USD),"Apr 18, 2022","1,985.32","2,014.27","1,932.95","1,934.81","1,934.81","25,152,586"
Tether Gold USD (XAUT-USD),"Apr 11, 2022","1,941.75","1,985.87","1,939.16","1,984.75","1,984.75","16,237,852"
Tether Gold USD (XAUT-USD),"Apr 04, 2022","1,922.42","1,946.68","1,917.15","1,941.11","1,941.11","11,680,144"
Tether Gold USD (XAUT-USD),"Mar 28, 2022","1,956.75","1,957.39","1,894.70","1,923.17","1,923.17","8,174,410"
Tether Gold USD (XAUT-USD),"Mar 21, 2022","1,920.26","1,964.68","1,917.14","1,956.67","1,956.67","5,829,315"
Tether Gold USD (XAUT-USD),"Mar 14, 2022","1,980.39","1,983.32","1,900.82","1,920.60","1,920.60","12,091,288"
Tether Gold USD (XAUT-USD),"Mar 07, 2022","1,990.26","2,076.11","1,969.63","1,981.01","1,981.01","27,396,595"
Tether Gold USD (XAUT-USD),"Feb 28, 2022","1,913.22","1,992.01","1,893.73","1,991.11","1,991.11","12,282,551"
Tether Gold USD (XAUT-USD),"Feb 21, 2022","1,904.88","1,988.11","1,887.00","1,913.56","1,913.56","40,615,889"
Tether Gold USD (XAUT-USD),"Feb 14, 2022","1,855.72","1,906.15","1,847.04","1,904.59","1,904.59","17,654,402"
Tether Gold USD (XAUT-USD),"Feb 07, 2022","1,809.06","1,860.56","1,796.15","1,856.96","1,856.96","11,123,172"
Tether Gold USD (XAUT-USD),"Jan 31, 2022","1,789.77","1,818.91","1,783.00","1,809.70","1,809.70","8,412,211"
Tether Gold USD (XAUT-USD),"Jan 24, 2022","1,835.32","1,854.50","1,781.75","1,788.98","1,788.98","13,629,884"
Tether Gold USD (XAUT-USD),"Jan 17, 2022","1,820.45","1,849.64","1,811.09","1,834.88","1,834.88","34,532,980"
Tether Gold USD (XAUT-USD),"Jan 10, 2022","1,804.48","1,834.82","1,795.17","1,820.39","1,820.39","13,649,981"
Tether Gold USD (XAUT-USD),"Jan 03, 2022","1,830.01","1,835.14","1,788.32","1,797.71","1,797.71","16,182,972"
Tether Gold USD (XAUT-USD),"Dec 27, 2021","1,803.95","1,833.75","1,796.42","1,829.81","1,829.81","12,431,163"
Tether Gold USD (XAUT-USD),"Dec 20, 2021","1,802.52","1,811.53","1,788.69","1,803.69","1,803.69","9,526,003"
Tether Gold USD (XAUT-USD),"Dec 13, 2021","1,785.11","1,812.82","1,755.60","1,802.87","1,802.87","12,472,753"
Tether Gold USD (XAUT-USD),"Dec 06, 2021","1,784.16","1,794.70","1,767.03","1,784.63","1,784.63","8,949,836"
Tether Gold USD (XAUT-USD),"Nov 29, 2021","1,802.57","1,814.32","1,773.83","1,783.98","1,783.98","13,579,354"
Tether Gold USD (XAUT-USD),"Nov 22, 2021","1,854.30","1,882.04","1,786.17","1,802.72","1,802.72","13,898,700"
Tether Gold USD (XAUT-USD),"Nov 15, 2021","1,876.13","1,889.42","1,852.65","1,854.58","1,854.58","2,176,062"
Tether Gold USD (XAUT-USD),"Nov 08, 2021","1,823.85","1,903.53","1,820.30","1,876.14","1,876.14","3,823,383"
Tether Gold USD (XAUT-USD),"Nov 01, 2021","1,782.00","1,849.68","1,768.42","1,823.93","1,823.93","5,488,814"
Tether Gold USD (XAUT-USD),"Oct 25, 2021","1,797.44","1,814.58","1,776.61","1,782.00","1,782.00","30,192,783"
Tether Gold USD (XAUT-USD),"Oct 18, 2021","1,770.85","1,813.73","1,757.70","1,797.45","1,797.45","3,826,761"
Tether Gold USD (XAUT-USD),"Oct 11, 2021","1,753.60","1,813.58","1,751.02","1,771.72","1,771.72","2,410,856"
Tether Gold USD (XAUT-USD),"Oct 04, 2021","1,766.24","1,781.46","1,750.01","1,753.67","1,753.67","1,237,950"
Tether Gold USD (XAUT-USD),"Sep 27, 2021","1,750.49","1,775.02","1,723.32","1,774.17","1,774.17","740,245"
Tether Gold USD (XAUT-USD),"Sep 20, 2021","1,753.13","1,784.18","1,742.30","1,750.40","1,750.40","1,803,631"
Tether Gold USD (XAUT-USD),"Sep 13, 2021","1,783.34","1,801.81","1,749.31","1,753.06","1,753.06","1,178,613"
Tether Gold USD (XAUT-USD),"Sep 06, 2021","1,828.78","1,828.78","1,775.11","1,783.40","1,783.40","1,157,199"
Tether Gold USD (XAUT-USD),"Aug 30, 2021","1,817.99","1,830.23","1,798.82","1,828.78","1,828.78","632,452"
Tether Gold USD (XAUT-USD),"Aug 23, 2021","1,779.09","1,820.20","1,776.40","1,817.99","1,817.99","880,262"
Tether Gold USD (XAUT-USD),"Aug 16, 2021","1,780.87","1,795.56","1,771.32","1,779.09","1,779.09","629,413"
Tether Gold USD (XAUT-USD),"Aug 09, 2021","1,722.57","1,782.26","1,718.61","1,779.43","1,779.43","3,693,317"
Tether Gold USD (XAUT-USD),"Aug 02, 2021","1,812.57","1,823.32","1,696.38","1,722.57","1,722.57","1,873,551"
Tether Gold USD (XAUT-USD),"Jul 26, 2021","1,800.67","1,830.93","1,782.70","1,812.57","1,812.57","994,079"
Tether Gold USD (XAUT-USD),"Jul 19, 2021","1,816.79","1,820.21","1,793.66","1,800.67","1,800.67","600,363"
Tether Gold USD (XAUT-USD),"Jul 12, 2021","1,807.10","1,832.04","1,792.75","1,816.79","1,816.79","1,140,520"
Tether Gold USD (XAUT-USD),"Jul 05, 2021","1,784.42","1,815.65","1,782.26","1,807.10","1,807.10","1,741,004"
Tether Gold USD (XAUT-USD),"Jun 28, 2021","1,783.21","1,793.70","1,750.76","1,784.42","1,784.42","4,575,482"
Tether Gold USD (XAUT-USD),"Jun 21, 2021","1,767.21","1,793.41","1,766.99","1,783.22","1,783.22","4,413,869"
Tether Gold USD (XAUT-USD),"Jun 14, 2021","1,862.50","1,892.73","1,753.76","1,767.21","1,767.21","4,254,747"
Tether Gold USD (XAUT-USD),"Jun 07, 2021","1,886.00","1,978.17","1,858.34","1,862.47","1,862.47","4,978,075"
Tether Gold USD (XAUT-USD),"May 31, 2021","1,904.10","1,919.89","1,862.29","1,886.00","1,886.00","901,127"
Tether Gold USD (XAUT-USD),"May 24, 2021","1,879.59","1,908.30","1,865.80","1,904.10","1,904.10","1,454,240"
Tether Gold USD (XAUT-USD),"May 17, 2021","1,849.34","1,897.85","1,840.16","1,879.56","1,879.56","10,658,389"
Tether Gold USD (XAUT-USD),"May 10, 2021","1,837.12","1,855.72","1,818.75","1,849.28","1,849.28","4,094,820"
Tether Gold USD (XAUT-USD),"May 03, 2021","1,770.42","1,843.97","1,765.68","1,837.97","1,837.97","1,741,611"
Tether Gold USD (XAUT-USD),"Apr 26, 2021","1,771.39","1,794.47","1,750.03","1,770.41","1,770.41","2,585,378"
Tether Gold USD (XAUT-USD),"Apr 19, 2021","1,777.01","1,812.01","1,755.53","1,771.91","1,771.91","2,663,894"
Tether Gold USD (XAUT-USD),"Apr 12, 2021","1,747.83","1,837.67","1,722.97","1,777.00","1,777.00","1,864,998"
Tether Gold USD (XAUT-USD),"Apr 05, 2021","1,727.68","1,770.26","1,717.70","1,747.98","1,747.98","2,294,898"
Tether Gold USD (XAUT-USD),"Mar 29, 2021","1,728.92","1,756.44","1,675.48","1,727.68","1,727.68","7,237,125"
Tether Gold USD (XAUT-USD),"Mar 22, 2021","1,740.61","1,751.57","1,709.55","1,728.98","1,728.98","9,375,962"
Tether Gold USD (XAUT-USD),"Mar 15, 2021","1,714.49","1,755.65","1,692.16","1,740.56","1,740.56","8,261,580"
Tether Gold USD (XAUT-USD),"Mar 08, 2021","1,713.62","1,738.57","1,680.30","1,715.17","1,715.17","11,252,853"
Tether Gold USD (XAUT-USD),"Mar 01, 2021","1,739.80","1,767.34","1,692.90","1,713.28","1,713.28","11,159,577"
Tether Gold USD (XAUT-USD),"Feb 22, 2021","1,786.13","1,831.23","1,718.22","1,739.61","1,739.61","11,064,658"
Tether Gold USD (XAUT-USD),"Feb 15, 2021","1,823.73","1,830.20","1,765.43","1,786.16","1,786.16","2,705,768"
